cb_person_default_on_file,person_home_ownership,person_income
N,MORTGAGE,130000
Y,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,60000
N,MORTGAGE,130000
Y,MORTGAGE,130000
N,MORTGAGE,130000
Y,RENT,60000
N,RENT,60000
N,MORTGAGE,130000
Y,RENT,60000
N,RENT,60000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,60000
Y,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,MORTGAGE,130000
Y,MORTGAGE,130000
N,RENT,60132
Y,RENT,54225
N,RENT,60480
N,MORTGAGE,130000
Y,MORTGAGE,100300
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,RENT,55000
N,RENT,61100
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,RENT,61284
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,61800
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,56000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,56000
N,RENT,62004
N,MORTGAGE,130000
Y,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,62280
N,MORTGAGE,130000
Y,OWN,130000
N,OWN,130000
N,OWN,22800
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,MORTGAGE,130000
N,RENT,62400
Y,OWN,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,58000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130008
N,MORTGAGE,130104
Y,MORTGAGE,130208
N,MORTGAGE,130920
N,MORTGAGE,130992
N,RENT,65000
N,OWN,22440
N,MORTGAGE,131000
N,MORTGAGE,131004
N,OWN,22320
N,OWN,22300
N,MORTGAGE,132000
Y,RENT,59000
N,MORTGAGE,132000
N,MORTGAGE,132000
N,RENT,65000
Y,MORTGAGE,132000
N,RENT,59000
N,MORTGAGE,132000
Y,MORTGAGE,120000
N,RENT,65000
N,MORTGAGE,132000
N,MORTGAGE,132000
N,RENT,65000
N,RENT,59000
N,MORTGAGE,120000
N,MORTGAGE,132000
N,RENT,65000
Y,MORTGAGE,132000
N,MORTGAGE,132132
N,RENT,65000
N,RENT,65000
N,MORTGAGE,132500
N,RENT,65000
N,RENT,65000
N,MORTGAGE,132652
N,MORTGAGE,132750
N,MORTGAGE,132996
N,MORTGAGE,133000
N,MORTGAGE,133000
N,OWN,133000
N,MORTGAGE,133119
Y,MORTGAGE,103044
N,RENT,65000
N,RENT,65000
Y,MORTGAGE,134000
N,RENT,59004
N,RENT,65004
N,MORTGAGE,134400
N,MORTGAGE,134748
N,RENT,60000
N,RENT,66500
N,MORTGAGE,135000
Y,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
Y,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,OWN,21600
N,MORTGAGE,135000
N,OWN,135000
N,MORTGAGE,135000
N,RENT,68000
Y,MORTGAGE,104550
N,MORTGAGE,135000
N,MORTGAGE,104550
N,RENT,69000
N,RENT,69000
Y,MORTGAGE,135000
Y,MORTGAGE,135000
N,RENT,69400
Y,MORTGAGE,135000
N,MORTGAGE,135000
Y,RENT,69996
Y,MORTGAGE,123000
N,MORTGAGE,135000
N,RENT,69996
N,MORTGAGE,135000
N,RENT,70000
N,MORTGAGE,135000
Y,MORTGAGE,136000
Y,RENT,70000
N,RENT,70000
N,MORTGAGE,136000
Y,RENT,70000
N,MORTGAGE,105400
N,MORTGAGE,136000
N,MORTGAGE,137000
N,RENT,70000
N,MORTGAGE,137000
N,MORTGAGE,137000
N,MORTGAGE,137000
N,MORTGAGE,137004
Y,RENT,64000
N,MORTGAGE,138000
N,MORTGAGE,138000
Y,RENT,70204
N,RENT,70500
N,OWN,138000
N,MORTGAGE,138000
N,MORTGAGE,138000
N,OWN,138000
N,MORTGAGE,138000
N,OWN,21000
Y,MORTGAGE,126996
N,OWN,21000
N,OWN,21000
N,MORTGAGE,139992
Y,RENT,65000
Y,OWN,140000
Y,MORTGAGE,128000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,RENT,72000
N,RENT,72000
N,RENT,66000
N,RENT,72000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,RENT,72000
N,RENT,72000
N,MORTGAGE,140000
N,MORTGAGE,140000
Y,OWN,21000
N,MORTGAGE,140000
N,RENT,56525
Y,MORTGAGE,140000
N,MORTGAGE,140000
Y,RENT,73500
N,RENT,73500
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
Y,RENT,74424
N,MORTGAGE,140000
Y,MORTGAGE,140000
N,RENT,75000
N,RENT,75000
N,MORTGAGE,140000
Y,MORTGAGE,140000
N,MORTGAGE,140000
Y,RENT,69000
N,RENT,75000
Y,RENT,58650
N,MORTGAGE,128000
N,OWN,20004
N,MORTGAGE,108803
N,MORTGAGE,140004
N,RENT,75000
N,OTHER,140004
N,MORTGAGE,140300
N,MORTGAGE,141000
N,OWN,141000
N,MORTGAGE,141000
N,MORTGAGE,141000
N,MORTGAGE,141996
N,OWN,142000
Y,RENT,69000
N,MORTGAGE,143123
N,MORTGAGE,143375
N,MORTGAGE,132000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,OWN,144000
N,MORTGAGE,144000
N,RENT,75531
N,MORTGAGE,144000
N,MORTGAGE,144000
N,RENT,76000
N,RENT,76000
Y,MORTGAGE,144996
N,MORTGAGE,145000
N,RENT,77000
N,MORTGAGE,145000
N,OWN,20000
N,MORTGAGE,145000
N,MORTGAGE,145000
N,MORTGAGE,145000
N,RENT,77368
N,RENT,73000
N,OWN,20000
N,MORTGAGE,145000
N,MORTGAGE,145000
N,MORTGAGE,145000
N,RENT,80000
N,MORTGAGE,145000
N,RENT,80000
N,MORTGAGE,145000
N,MORTGAGE,145000
N,OWN,145000
N,OWN,145000
N,MORTGAGE,113050
N,RENT,80000
Y,MORTGAGE,133000
N,MORTGAGE,145000
N,OWN,19800
N,MORTGAGE,145008
N,MORTGAGE,145596
Y,OWN,19764
Y,MORTGAGE,133900
Y,MORTGAGE,145992
N,OWN,19500
N,MORTGAGE,146000
N,MORTGAGE,134000
N,MORTGAGE,146990
N,MORTGAGE,147000
N,MORTGAGE,147000
N,MORTGAGE,147000
N,RENT,74000
N,MORTGAGE,147996
N,RENT,80004
N,MORTGAGE,148000
N,OWN,19200
N,MORTGAGE,148000
N,MORTGAGE,136000
Y,RENT,75000
N,RENT,81960
N,MORTGAGE,136112
N,OWN,149385
N,MORTGAGE,149400
N,RENT,84000
N,MORTGAGE,149981
N,OWN,150000
Y,MORTGAGE,150000
Y,RENT,78000
N,MORTGAGE,150000
N,RENT,84000
N,RENT,84000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,OWN,19200
N,OWN,19200
N,RENT,85000
N,MORTGAGE,150000
Y,MORTGAGE,150000
N,RENT,85000
N,OWN,19200
N,MORTGAGE,150000
Y,MORTGAGE,150000
N,RENT,85000
N,RENT,85000
N,RENT,85000
Y,MORTGAGE,150000
Y,RENT,85100
N,MORTGAGE,150000
Y,RENT,86004
N,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,87000
N,OWN,19008
N,MORTGAGE,150000
N,RENT,87000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,OWN,19000
N,MORTGAGE,150000
N,RENT,87800
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,88000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,78000
Y,RENT,90000
N,RENT,90000
N,MORTGAGE,150000
N,RENT,90000
N,MORTGAGE,150000
N,RENT,90000
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,RENT,90000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,90000
N,OWN,150000
N,OWN,150000
Y,OWN,150000
Y,MORTGAGE,150000
Y,RENT,90000
Y,MORTGAGE,150000
N,RENT,79000
N,MORTGAGE,150000
Y,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,RENT,68000
N,MORTGAGE,138000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,OWN,150075
N,MORTGAGE,150600
Y,MORTGAGE,151000
N,MORTGAGE,151000
Y,RENT,31000
N,RENT,82308
N,MORTGAGE,152000
N,MORTGAGE,152004
N,OWN,152229
N,MORTGAGE,153000
N,MORTGAGE,153000
N,MORTGAGE,153600
N,MORTGAGE,154000
N,MORTGAGE,154000
N,MORTGAGE,154000
Y,MORTGAGE,154000
N,MORTGAGE,154000
N,MORTGAGE,154000
N,MORTGAGE,154008
N,MORTGAGE,155000
N,OWN,18000
N,MORTGAGE,155000
Y,MORTGAGE,155000
N,RENT,39000
N,MORTGAGE,155000
N,MORTGAGE,155000
N,RENT,48000
Y,MORTGAGE,143000
N,RENT,28080
N,MORTGAGE,155000
Y,MORTGAGE,155000
N,MORTGAGE,155004
N,RENT,31200
N,MORTGAGE,155142
N,MORTGAGE,155796
N,MORTGAGE,155800
Y,MORTGAGE,156000
N,MORTGAGE,156000
Y,RENT,38272
N,MORTGAGE,156000
Y,RENT,34000
Y,RENT,36000
N,MORTGAGE,156000
N,OWN,17500
N,RENT,59000
Y,MORTGAGE,156000
Y,MORTGAGE,156000
N,RENT,54288
N,RENT,120000
N,MORTGAGE,144996
N,MORTGAGE,157000
N,MORTGAGE,145000
N,MORTGAGE,157200
N,RENT,36000
N,MORTGAGE,157500
Y,MORTGAGE,158000
Y,RENT,91800
N,MORTGAGE,159960
N,MORTGAGE,159996
N,RENT,71760
N,OWN,160000
N,RENT,125000
N,RENT,54000
Y,RENT,41000
N,RENT,50000
Y,MORTGAGE,148000
Y,MORTGAGE,160000
N,RENT,60000
N,MORTGAGE,160000
Y,MORTGAGE,160000
N,RENT,62000
N,MORTGAGE,160000
Y,RENT,110000
Y,MORTGAGE,148000
N,RENT,46000
N,RENT,44400
N,RENT,63000
N,OTHER,160000
N,RENT,68000
Y,MORTGAGE,162000
N,MORTGAGE,150500
N,OWN,163000
N,MORTGAGE,151900
N,RENT,36000
Y,RENT,50000
N,RENT,84000
N,MORTGAGE,165000
N,RENT,104000
N,RENT,76000
Y,MORTGAGE,165000
N,OWN,15996
N,RENT,77000
Y,MORTGAGE,165500
N,RENT,79500
N,MORTGAGE,165996
N,MORTGAGE,166000
N,RENT,80000
N,MORTGAGE,167300
N,MORTGAGE,168000
N,RENT,80000
N,RENT,80000
N,MORTGAGE,170000
N,RENT,62900
Y,RENT,80500
N,MORTGAGE,170000
N,MORTGAGE,170000
Y,RENT,81000
N,RENT,83000
N,RENT,85000
N,MORTGAGE,170000
N,RENT,85000
N,RENT,85000
N,RENT,85000
N,MORTGAGE,134300
N,OWN,15300
N,MORTGAGE,172000
N,MORTGAGE,172000
N,MORTGAGE,172000
Y,RENT,86000
N,MORTGAGE,173000
N,MORTGAGE,175000
Y,RENT,89100
N,MORTGAGE,175000
N,MORTGAGE,175000
N,MORTGAGE,175000
N,MORTGAGE,175000
N,MORTGAGE,175000
N,OWN,15000
N,RENT,90000
N,MORTGAGE,175000
N,OWN,175000
Y,RENT,91000
Y,RENT,79200
N,RENT,93000
N,RENT,94000
N,MORTGAGE,175500
N,MORTGAGE,176004
N,MORTGAGE,177160
Y,MORTGAGE,178364
N,MORTGAGE,179000
N,RENT,83000
N,MORTGAGE,180000
Y,RENT,71400
N,RENT,96000
N,MORTGAGE,180000
N,RENT,97188
Y,MORTGAGE,142800
Y,RENT,88000
N,MORTGAGE,168000
N,MORTGAGE,180000
N,MORTGAGE,180000
N,MORTGAGE,180000
N,MORTGAGE,180488
N,MORTGAGE,168952
N,MORTGAGE,181408
N,MORTGAGE,182000
N,RENT,100000
N,MORTGAGE,185000
N,MORTGAGE,185000
N,MORTGAGE,185000
N,MORTGAGE,185000
N,MORTGAGE,188004
N,MORTGAGE,189000
N,MORTGAGE,190000
Y,OWN,190000
N,MORTGAGE,190000
N,OWN,190000
Y,MORTGAGE,193000
N,MORTGAGE,195000
N,MORTGAGE,195000
N,MORTGAGE,195054
N,RENT,98004
N,MORTGAGE,198000
N,MORTGAGE,198000
Y,OWN,14400
N,MORTGAGE,199000
N,MORTGAGE,200000
N,MORTGAGE,200000
Y,MORTGAGE,159800
N,RENT,112500
N,RENT,113000
N,MORTGAGE,159800
N,MORTGAGE,200000
Y,MORTGAGE,200000
N,RENT,119000
N,MORTGAGE,200000
Y,OWN,200000
N,OWN,200000
Y,MORTGAGE,188000
N,RENT,120000
N,RENT,125000
N,MORTGAGE,200000
N,RENT,135000
N,MORTGAGE,200100
N,RENT,135000
N,MORTGAGE,201000
N,MORTGAGE,204000
N,MORTGAGE,205000
N,MORTGAGE,205000
N,MORTGAGE,205000
Y,RENT,139992
N,RENT,143000
N,MORTGAGE,210000
N,MORTGAGE,170850
N,MORTGAGE,220000
N,MORTGAGE,220836
N,RENT,35000
N,MORTGAGE,225000
N,RENT,30000
Y,MORTGAGE,216000
N,RENT,90200
Y,RENT,47000
N,RENT,55000
N,RENT,75000
N,RENT,77000
N,MORTGAGE,241875
N,MORTGAGE,243600
N,MORTGAGE,201450
N,MORTGAGE,249996
N,MORTGAGE,250000
N,OWN,12000
N,MORTGAGE,250000
N,MORTGAGE,250000
N,MORTGAGE,250000
N,MORTGAGE,238000
N,MORTGAGE,238000
N,MORTGAGE,253000
N,RENT,125000
N,MORTGAGE,294000
Y,MORTGAGE,244800
N,RENT,126500
N,MORTGAGE,300000
Y,MORTGAGE,300000
Y,OWN,12000
N,RENT,50000
N,MORTGAGE,315000
N,MORTGAGE,330000
N,RENT,55438
N,MORTGAGE,365000
Y,MORTGAGE,370000
N,MORTGAGE,375000
N,RENT,70000
N,MORTGAGE,425000
N,RENT,90000
N,OWN,10560
N,MORTGAGE,450000
N,MORTGAGE,480000
Y,RENT,118000
N,RENT,45000
N,RENT,53295
N,RENT,75000
Y,RENT,45295
N,RENT,30000
N,RENT,38000
N,OWN,9600
N,RENT,9600
N,RENT,9600
N,RENT,9600
N,RENT,9600
Y,RENT,9600
N,RENT,9600
N,RENT,9600
N,RENT,9600
N,OWN,9600
N,RENT,9600
N,RENT,9600
N,RENT,47000
N,RENT,9192
N,RENT,9000
N,OWN,9000
N,OWN,8628
N,RENT,8400
Y,RENT,8400
N,RENT,8400
N,RENT,8280
Y,RENT,8088
N,RENT,8088
N,RENT,8004
N,RENT,8000
N,RENT,8000
N,RENT,8000
N,RENT,8000
N,MORTGAGE,7904
N,RENT,7800
N,RENT,7500
N,RENT,7200
N,RENT,7000
N,RENT,6000
Y,OWN,6000
N,RENT,5500
N,RENT,5000
Y,RENT,4800
Y,RENT,4800
Y,RENT,4800
N,RENT,4200
N,RENT,4080
N,RENT,21600
N,OWN,21600
Y,MORTGAGE,56100
N,MORTGAGE,55000
N,MORTGAGE,139992
N,MORTGAGE,141000
N,RENT,30000
N,RENT,75000
N,MORTGAGE,80208
N,MORTGAGE,53000
N,RENT,69996
Y,RENT,36000
Y,RENT,65004
N,RENT,15436
N,OWN,72000
N,RENT,130000
N,RENT,70000
N,OTHER,70000
Y,RENT,60000
N,RENT,50400
N,RENT,75000
N,MORTGAGE,85000
N,MORTGAGE,98280
N,MORTGAGE,53808
N,MORTGAGE,81600
Y,RENT,30000
Y,MORTGAGE,52000
N,RENT,45000
N,RENT,33000
N,MORTGAGE,35000
N,MORTGAGE,118000
N,RENT,95000
Y,RENT,42000
N,RENT,64000
N,RENT,41160
N,OWN,57000
N,MORTGAGE,90000
Y,RENT,33000
N,MORTGAGE,216000
N,MORTGAGE,37820
N,RENT,15360
N,RENT,45888
N,RENT,58000
N,RENT,190000
N,MORTGAGE,75000
N,OWN,41600
N,RENT,90000
N,RENT,51996
Y,RENT,88500
Y,OWN,30000
N,MORTGAGE,45000
Y,OWN,30000
N,RENT,32000
N,MORTGAGE,36000
N,MORTGAGE,48000
N,RENT,24000
N,RENT,60000
N,RENT,35000
Y,RENT,39000
N,RENT,27120
N,RENT,25920
Y,RENT,75000
Y,MORTGAGE,102000
Y,RENT,50000
N,MORTGAGE,94000
N,RENT,40000
Y,RENT,69764
N,RENT,21600
Y,MORTGAGE,49000
N,MORTGAGE,128000
N,RENT,62500
N,RENT,40000
N,RENT,44000
N,MORTGAGE,85000
N,RENT,64600
N,MORTGAGE,60000
N,MORTGAGE,65000
N,RENT,36800
Y,MORTGAGE,54000
Y,MORTGAGE,16000
N,RENT,39000
N,RENT,45000
Y,MORTGAGE,78000
Y,MORTGAGE,100000
N,RENT,44400
Y,RENT,55000
N,MORTGAGE,125000
N,MORTGAGE,37980
N,OWN,75000
N,RENT,28800
N,MORTGAGE,53000
N,RENT,26004
N,RENT,70000
Y,OWN,38400
N,MORTGAGE,49000
N,RENT,72000
N,RENT,78000
N,RENT,48000
N,MORTGAGE,115000
N,RENT,56400
N,RENT,18000
N,RENT,50000
N,MORTGAGE,65000
N,RENT,32240
N,MORTGAGE,55000
N,RENT,57000
N,RENT,69000
N,MORTGAGE,75000
N,MORTGAGE,59000
N,RENT,37000
N,MORTGAGE,70000
N,RENT,54000
N,RENT,79000
Y,RENT,26000
N,MORTGAGE,159996
N,MORTGAGE,52000
Y,RENT,17280
N,RENT,45000
N,MORTGAGE,87000
N,RENT,18000
N,RENT,65000
N,RENT,105000
Y,RENT,92004
N,RENT,55000
N,RENT,36000
N,RENT,39000
N,MORTGAGE,60000
N,RENT,44000
N,MORTGAGE,150000
N,RENT,78600
N,RENT,18000
Y,RENT,30000
N,RENT,54000
N,RENT,24000
N,RENT,25920
Y,RENT,126500
N,RENT,54000
N,OWN,39996
N,MORTGAGE,58200
N,OWN,80196
N,RENT,21600
N,OWN,22800
N,RENT,48000
N,MORTGAGE,20000
N,RENT,55000
N,RENT,30000
N,MORTGAGE,50000
N,MORTGAGE,75000
N,RENT,30720
Y,RENT,41892
N,RENT,18700
N,OWN,34000
N,RENT,29100
N,OWN,149385
N,RENT,36000
N,RENT,76668
N,MORTGAGE,155004
N,MORTGAGE,46800
N,MORTGAGE,46800
N,RENT,85000
N,RENT,58000
N,MORTGAGE,47412
N,RENT,45000
N,RENT,25200
N,RENT,41400
N,RENT,21000
N,OWN,46800
N,RENT,38800
N,MORTGAGE,30000
N,OWN,69996
N,RENT,23000
N,MORTGAGE,75000
N,RENT,38400
Y,MORTGAGE,72400
N,MORTGAGE,74900
N,MORTGAGE,72000
N,OWN,60000
Y,RENT,18000
N,RENT,35000
N,MORTGAGE,70000
N,RENT,16428
Y,RENT,32400
N,MORTGAGE,82500
N,MORTGAGE,88000
N,MORTGAGE,150000
N,RENT,21000
Y,RENT,67000
N,RENT,28000
Y,RENT,33600
N,RENT,120000
N,RENT,54000
Y,RENT,72204
N,RENT,36000
N,MORTGAGE,60000
N,RENT,54996
N,RENT,16000
N,RENT,90000
N,RENT,72000
N,RENT,34992
N,MORTGAGE,112500
N,RENT,40000
N,RENT,42000
N,MORTGAGE,36000
Y,RENT,89000
Y,RENT,46000
N,MORTGAGE,30000
N,MORTGAGE,26000
N,MORTGAGE,50000
N,RENT,44094
N,RENT,30000
N,MORTGAGE,46000
Y,MORTGAGE,75000
N,RENT,30000
N,RENT,26729
N,MORTGAGE,115000
N,MORTGAGE,67000
N,MORTGAGE,96000
Y,RENT,48720
N,RENT,30000
N,RENT,175000
N,RENT,60000
N,RENT,48996
N,MORTGAGE,52320
N,RENT,35000
Y,RENT,36000
Y,MORTGAGE,66614
Y,MORTGAGE,16800
Y,MORTGAGE,61464
N,RENT,52728
N,OWN,55000
Y,RENT,48000
N,OWN,74000
N,MORTGAGE,82726
N,RENT,5000
Y,MORTGAGE,46800
N,MORTGAGE,38400
N,MORTGAGE,80000
N,MORTGAGE,156000
N,RENT,43200
N,RENT,80000
N,RENT,81000
N,RENT,76000
N,MORTGAGE,135000
Y,MORTGAGE,55000
N,RENT,27500
N,MORTGAGE,42000
N,MORTGAGE,43300
N,RENT,24996
N,MORTGAGE,72000
N,MORTGAGE,138000
N,MORTGAGE,159960
Y,MORTGAGE,64000
Y,RENT,51000
N,RENT,30000
N,MORTGAGE,23500
N,MORTGAGE,220836
N,OWN,19200
Y,RENT,65000
N,MORTGAGE,65000
N,RENT,145000
N,MORTGAGE,78700
N,OWN,21000
N,RENT,24000
N,RENT,46704
N,MORTGAGE,65000
Y,RENT,66000
N,MORTGAGE,60000
N,MORTGAGE,30720
N,RENT,150000
N,RENT,122000
N,RENT,27996
N,RENT,30000
Y,RENT,30000
Y,OWN,40000
N,MORTGAGE,130000
N,RENT,41500
N,RENT,42000
N,MORTGAGE,65000
N,MORTGAGE,45000
N,OWN,21000
N,RENT,39000
N,MORTGAGE,95000
N,MORTGAGE,51000
N,MORTGAGE,200000
N,MORTGAGE,65496
N,MORTGAGE,34000
N,RENT,43000
Y,RENT,44000
N,RENT,39000
N,RENT,50004
N,MORTGAGE,150000
N,MORTGAGE,21600
N,MORTGAGE,80000
N,OWN,25000
Y,MORTGAGE,120000
N,OWN,50500
N,MORTGAGE,49536
N,RENT,30000
N,MORTGAGE,39000
N,MORTGAGE,40000
N,MORTGAGE,60000
N,MORTGAGE,78000
N,RENT,71004
N,MORTGAGE,130000
N,MORTGAGE,87000
N,RENT,90000
N,OWN,30996
N,MORTGAGE,87000
Y,RENT,32000
Y,RENT,31000
N,MORTGAGE,60000
Y,RENT,20124
N,MORTGAGE,55000
Y,MORTGAGE,165000
N,RENT,84000
N,MORTGAGE,84000
Y,RENT,33996
N,RENT,30000
N,MORTGAGE,28776
N,RENT,60000
N,RENT,80500
Y,MORTGAGE,58650
N,OWN,42000
N,RENT,72000
N,RENT,23800
N,RENT,32400
N,RENT,60140
N,RENT,36000
N,RENT,50000
Y,RENT,130000
N,OWN,35000
Y,MORTGAGE,70000
Y,RENT,33772
N,RENT,65000
Y,RENT,55000
N,MORTGAGE,43600
Y,MORTGAGE,50004
N,RENT,40000
N,RENT,23198
N,RENT,48000
N,RENT,84000
N,MORTGAGE,63000
N,MORTGAGE,57996
N,OWN,75000
N,MORTGAGE,188004
N,MORTGAGE,39000
N,MORTGAGE,85000
N,MORTGAGE,125000
N,MORTGAGE,54000
N,RENT,55000
N,OWN,141000
Y,RENT,35100
Y,RENT,20400
N,MORTGAGE,37000
N,RENT,67000
N,OWN,57000
N,RENT,51000
N,OWN,140000
Y,MORTGAGE,60000
N,MORTGAGE,69900
Y,RENT,48000
Y,RENT,70000
N,RENT,81000
Y,RENT,24000
N,MORTGAGE,90000
N,RENT,42900
N,MORTGAGE,65000
N,RENT,62400
N,RENT,45000
N,MORTGAGE,45000
N,MORTGAGE,130208
N,RENT,23587
N,MORTGAGE,69500
N,RENT,42200
N,RENT,41412
N,RENT,45000
N,RENT,19968
N,MORTGAGE,42000
N,OWN,12000
N,MORTGAGE,60000
N,MORTGAGE,80004
N,MORTGAGE,42000
N,MORTGAGE,105804
N,MORTGAGE,40000
N,RENT,45000
N,RENT,52800
N,MORTGAGE,68000
N,MORTGAGE,58000
N,MORTGAGE,39600
N,RENT,40000
N,MORTGAGE,72000
N,RENT,72000
N,MORTGAGE,90000
N,MORTGAGE,51000
Y,RENT,136000
N,RENT,50000
Y,MORTGAGE,52360
N,MORTGAGE,60000
N,MORTGAGE,50000
N,MORTGAGE,36000
Y,MORTGAGE,47800
Y,RENT,61959
N,RENT,49000
Y,MORTGAGE,64000
N,MORTGAGE,59000
N,OWN,24000
N,MORTGAGE,64000
N,MORTGAGE,90000
N,RENT,54000
N,RENT,60000
N,MORTGAGE,170000
N,MORTGAGE,33600
N,MORTGAGE,110000
N,MORTGAGE,22800
N,MORTGAGE,60000
N,RENT,40000
Y,RENT,34800
N,RENT,30000
N,MORTGAGE,150000
N,RENT,30000
N,MORTGAGE,86500
N,MORTGAGE,62000
N,RENT,32535
Y,MORTGAGE,122000
N,MORTGAGE,40000
N,MORTGAGE,160000
N,MORTGAGE,62900
N,MORTGAGE,67000
N,OWN,38400
N,RENT,58800
N,RENT,100000
N,RENT,32000
Y,RENT,84000
N,RENT,85272
N,RENT,28000
N,OWN,60000
N,RENT,33996
Y,MORTGAGE,52000
N,RENT,13000
N,RENT,39900
N,RENT,48500
N,OWN,27600
N,MORTGAGE,168000
N,MORTGAGE,44496
N,OWN,47000
N,MORTGAGE,51996
N,OWN,29000
N,MORTGAGE,107004
N,MORTGAGE,60000
N,MORTGAGE,58500
Y,RENT,32000
Y,MORTGAGE,114000
N,MORTGAGE,86000
N,RENT,30000
N,RENT,40000
N,MORTGAGE,38400
Y,RENT,37500
N,RENT,75000
N,MORTGAGE,32500
N,MORTGAGE,65000
N,MORTGAGE,150000
N,RENT,60000
N,MORTGAGE,35000
N,RENT,60000
N,RENT,88000
Y,RENT,45600
N,MORTGAGE,122000
N,OWN,50000
N,RENT,71000
N,RENT,16000
N,MORTGAGE,39292
N,RENT,24000
N,RENT,65000
N,MORTGAGE,85000
N,RENT,34800
N,RENT,40000
N,OWN,42000
Y,MORTGAGE,40000
Y,RENT,18000
N,MORTGAGE,85000
Y,RENT,84000
Y,RENT,21500
N,RENT,58000
N,MORTGAGE,28800
N,MORTGAGE,30000
Y,MORTGAGE,78000
N,MORTGAGE,137004
N,RENT,42000
Y,MORTGAGE,165000
N,RENT,45000
N,RENT,38400
Y,RENT,40000
N,OWN,70000
N,MORTGAGE,72000
N,OWN,83000
N,RENT,42000
N,RENT,60000
N,MORTGAGE,90000
N,RENT,47000
N,OWN,29120
N,MORTGAGE,79000
N,OWN,69996
N,MORTGAGE,95000
N,RENT,37000
N,RENT,70000
N,RENT,123144
N,RENT,82000
Y,MORTGAGE,115000
N,RENT,52000
N,MORTGAGE,42000
Y,MORTGAGE,95000
N,RENT,70000
N,OWN,70000
N,MORTGAGE,85000
Y,MORTGAGE,70000
Y,MORTGAGE,107000
N,RENT,45000
N,MORTGAGE,38496
N,MORTGAGE,120000
Y,RENT,45000
N,MORTGAGE,66661
N,MORTGAGE,200000
N,RENT,32000
N,RENT,34000
N,OWN,36000
N,RENT,32000
Y,RENT,78700
N,MORTGAGE,38000
N,RENT,50200
N,RENT,86000
N,RENT,84000
N,MORTGAGE,48000
Y,RENT,63402
N,RENT,100000
N,MORTGAGE,69000
N,MORTGAGE,120000
N,MORTGAGE,30000
N,RENT,60000
N,RENT,44000
Y,MORTGAGE,42000
Y,RENT,45996
N,MORTGAGE,37000
N,OWN,20856
Y,RENT,36996
N,MORTGAGE,89800
N,MORTGAGE,64800
Y,MORTGAGE,60000
Y,MORTGAGE,120000
N,RENT,21000
N,MORTGAGE,60000
N,OWN,130000
Y,MORTGAGE,115000
N,RENT,45000
N,OWN,35000
N,MORTGAGE,41000
Y,MORTGAGE,75000
N,OWN,61000
N,MORTGAGE,74000
Y,RENT,72000
N,RENT,54400
N,RENT,19200
N,RENT,35364
N,RENT,26400
N,MORTGAGE,35000
N,MORTGAGE,55000
Y,MORTGAGE,51000
Y,RENT,59000
N,MORTGAGE,154000
N,RENT,24000
N,RENT,200000
Y,MORTGAGE,25344
N,MORTGAGE,192000
N,RENT,175000
N,RENT,40000
N,RENT,140000
N,MORTGAGE,58650
N,RENT,60000
N,MORTGAGE,61498
N,RENT,30000
N,RENT,133000
Y,RENT,52000
N,RENT,15000
N,RENT,48500
