person_home_ownership,person_income,loan_int_rate
MORTGAGE,18000,7.88
OWN,18000,7.88
RENT,138000,15.65
RENT,206000,
RENT,75000,16.29
RENT,40000,11.12
RENT,45600,11.36
RENT,58704,14.72
OWN,18000,13.57
RENT,78200,11.36
RENT,90000,11.58
RENT,75000,10.51
RENT,72000,12.18
RENT,91440,6.54
RENT,112000,12.18
RENT,52000,13.49
RENT,49404,6.54
RENT,46000,14.46
RENT,69600,
RENT,46500,14.96
RENT,39000,
RENT,68231,12.99
RENT,73000,12.69
RENT,58500,13.67
RENT,75000,10.62
RENT,69000,13.67
OWN,19000,15.58
RENT,80000,9.76
RENT,85000,11.58
RENT,92000,12.69
RENT,190000,6.91
RENT,60000,15.62
MORTGAGE,19200,16.77
OWN,19200,
RENT,83004,6.91
RENT,80001,18.64
RENT,120000,19.03
RENT,64600,6.91
RENT,132000,10.62
OWN,19200,11.99
RENT,40000,19.41
RENT,47580,
RENT,57500,16.29
MORTGAGE,19200,13.61
RENT,66000,10.37
RENT,68666,12.69
RENT,71250,
RENT,72000,11.99
RENT,80000,10.99
RENT,90000,14.54
RENT,83000,11.71
RENT,93000,12.42
RENT,100511,
RENT,117000,10.65
RENT,150000,12.62
RENT,138000,18.79
RENT,32400,11.03
RENT,40934,12.53
RENT,58200,16.82
RENT,54000,14.61
RENT,50000,6.54
RENT,72000,11.49
RENT,30372,14.74
RENT,52275,17.58
RENT,39500,13.11
RENT,40000,6.91
RENT,42000,13.57
RENT,36500,
RENT,45000,11.86
OWN,20000,6.99
OWN,20000,7.66
OWN,20000,5.42
OWN,20000,5.79
RENT,50000,13.49
RENT,50004,
OWN,20000,
OWN,20000,11.83
RENT,51996,
OWN,20000,11.83
MORTGAGE,20000,8.59
RENT,52500,10.37
RENT,53004,13.04
RENT,54000,7.9
RENT,54000,11.11
RENT,54000,10.99
RENT,54996,6.62
RENT,55000,13.48
RENT,55000,11.83
RENT,56000,12.18
RENT,57000,11.71
RENT,57492,12.53
RENT,51500,15.65
RENT,58000,9.91
RENT,58000,14.72
RENT,59000,7.51
RENT,60000,10.99
RENT,54000,14.84
RENT,60000,10.99
RENT,54000,16.0
RENT,60000,12.21
RENT,60000,10.51
MORTGAGE,20400,13.06
MORTGAGE,20400,7.88
RENT,56000,18.25
RENT,56000,18.62
OWN,20400,11.03
MORTGAGE,20500,6.76
OWN,20640,14.84
RENT,63000,14.61
RENT,65000,8.9
RENT,65000,10.65
RENT,65000,
RENT,65000,11.99
OWN,20800,10.62
RENT,65000,13.8
RENT,65000,6.54
RENT,59000,20.17
RENT,66000,8.9
RENT,66000,10.62
RENT,67000,11.71
RENT,67000,14.26
RENT,67500,
RENT,63000,13.92
RENT,70000,
RENT,70000,
RENT,70000,13.85
RENT,70000,11.48
RENT,71874,11.48
RENT,72000,
RENT,72000,8.9
RENT,72000,9.25
RENT,56100,14.59
RENT,72000,11.89
RENT,66000,12.21
RENT,72000,13.79
RENT,73992,9.96
RENT,75000,13.49
RENT,75000,13.49
RENT,58650,10.59
RENT,75000,
RENT,69000,13.49
RENT,69000,17.14
RENT,75000,11.11
RENT,75000,6.54
MORTGAGE,21403,11.12
MORTGAGE,21424,7.51
RENT,75000,11.83
RENT,75000,12.18
RENT,75000,13.16
OWN,21600,7.49
RENT,77000,12.42
RENT,77625,11.11
RENT,78000,11.48
RENT,72000,13.22
OWN,21600,11.49
RENT,73000,15.05
RENT,79701,13.92
RENT,80000,7.49
RENT,80000,13.98
RENT,83000,14.38
OWN,21600,10.62
RENT,84000,13.49
RENT,84996,13.92
RENT,84996,13.92
RENT,85000,15.27
RENT,85000,10.59
RENT,73000,11.83
RENT,85155,14.61
RENT,87000,7.49
OWN,21996,5.42
RENT,88000,10.38
RENT,90000,11.99
RENT,90000,6.54
RENT,90000,13.22
RENT,92000,13.72
RENT,81400,14.84
RENT,81500,17.51
OWN,22000,6.99
RENT,93600,15.31
MORTGAGE,22000,7.49
RENT,94050,14.26
RENT,96000,17.19
RENT,96000,7.88
RENT,96000,14.42
RENT,96588,10.95
OWN,22000,10.75
RENT,97356,13.22
RENT,98000,6.91
OWN,22000,13.57
RENT,86652,11.58
OWN,22000,11.89
MORTGAGE,22000,12.21
RENT,100000,12.42
RENT,100000,12.69
RENT,100000,11.12
RENT,100000,13.98
OWN,22080,8.59
RENT,100000,
OWN,22200,11.49
RENT,101000,7.9
RENT,101000,10.75
RENT,89004,17.58
OWN,22300,15.27
RENT,102000,13.85
MORTGAGE,22404,14.79
RENT,105000,10.62
RENT,106000,13.22
RENT,98000,14.96
RENT,98000,16.0
RENT,110000,14.11
RENT,99855,17.06
RENT,115000,11.11
MORTGAGE,22800,10.99
RENT,103000,18.17
RENT,115500,10.46
RENT,89250,
RENT,120000,13.8
RENT,120000,6.54
RENT,108000,15.31
RENT,120000,14.26
RENT,125000,9.25
RENT,113000,
RENT,129000,
RENT,130000,6.62
RENT,100815,18.3
RENT,132000,12.73
OWN,22896,11.48
RENT,135000,17.74
RENT,140000,13.49
RENT,140000,7.9
RENT,140000,10.0
RENT,148080,8.9
RENT,155000,10.74
RENT,156000,6.54
RENT,148000,
OWN,23000,5.79
RENT,175000,13.49
RENT,180000,14.22
RENT,113000,13.92
RENT,53313,
OWN,23000,
RENT,49110,12.42
RENT,18000,
RENT,12000,7.37
RENT,12000,10.28
RENT,23000,
RENT,10200,
RENT,11808,14.91
RENT,12000,7.88
RENT,12000,16.32
RENT,12480,8.9
RENT,14400,16.32
RENT,17000,7.29
RENT,18000,13.49
RENT,20000,10.65
OWN,23400,15.33
RENT,36432,15.21
RENT,44000,16.82
RENT,51500,14.83
RENT,56136,15.68
MORTGAGE,23652,7.49
RENT,58000,14.09
MORTGAGE,23748,14.27
RENT,65000,12.84
RENT,65412,11.14
RENT,71000,6.54
RENT,83700,
RENT,60000,15.96
RENT,42000,7.9
MORTGAGE,24000,6.62
RENT,60000,9.99
RENT,95000,13.57
RENT,99700,14.26
OWN,24000,8.9
OWN,24000,16.29
RENT,50400,16.02
RENT,60000,12.99
RENT,60000,10.99
RENT,62004,12.87
OWN,24000,
RENT,112000,7.51
RENT,62500,9.91
RENT,121000,
RENT,45000,14.27
MORTGAGE,24000,7.49
OWN,24000,
RENT,30996,10.75
RENT,42000,14.65
MORTGAGE,24000,7.49
MORTGAGE,24000,10.59
OWN,24000,12.99
MORTGAGE,24000,11.99
RENT,45150,13.16
RENT,45996,
RENT,50000,8.49
OWN,24000,7.29
RENT,50000,8.88
RENT,50000,13.48
MORTGAGE,24000,8.49
RENT,51200,14.96
RENT,51312,13.85
RENT,54000,10.99
RENT,55000,10.38
OWN,24000,10.37
RENT,56964,
RENT,60000,8.49
OWN,24000,7.29
RENT,60372,14.65
RENT,63000,10.65
RENT,64000,11.11
RENT,64000,8.38
RENT,59000,12.18
RENT,66000,9.99
RENT,67800,10.08
RENT,68004,10.0
RENT,69790,10.25
MORTGAGE,24000,7.14
RENT,64000,11.58
RENT,70000,11.89
RENT,72000,15.95
RENT,67000,13.11
RENT,75000,8.9
OWN,24000,13.98
RENT,78000,8.9
OWN,24000,7.88
RENT,80000,10.59
RENT,80000,11.49
RENT,80000,10.39
RENT,81972,10.99
MORTGAGE,24000,
MORTGAGE,24000,10.25
RENT,74000,17.04
MORTGAGE,24000,
RENT,89004,7.49
RENT,90000,12.42
RENT,78000,18.79
RENT,90000,8.94
RENT,100000,13.49
RENT,100000,
RENT,100000,7.88
RENT,101500,12.18
RENT,102000,10.0
RENT,90000,11.58
RENT,103000,16.82
RENT,110000,9.91
OWN,24000,8.94
MORTGAGE,24000,8.94
RENT,132000,8.49
RENT,102616,13.99
RENT,140000,
RENT,175000,5.79
RENT,168000,14.46
RENT,30000,8.49
MORTGAGE,24000,
RENT,65000,7.9
OWN,24000,12.53
MORTGAGE,24000,9.32
RENT,32220,11.49
RENT,105600,10.99
RENT,37793,12.69
MORTGAGE,24000,9.2
RENT,77000,13.48
RENT,88000,14.26
RENT,153000,8.7
RENT,205000,13.23
RENT,44000,
RENT,44900,14.35
RENT,48500,12.42
RENT,50000,12.84
MORTGAGE,24570,
MORTGAGE,24600,8.9
RENT,58100,13.57
RENT,92500,15.28
RENT,114237,14.72
RENT,120000,12.87
RENT,636000,11.48
RENT,35000,7.66
RENT,45000,11.99
RENT,58650,15.05
MORTGAGE,24996,5.99
MORTGAGE,24996,12.99
RENT,54000,19.42
RENT,75000,14.27
RENT,78000,17.49
RENT,33852,11.48
MORTGAGE,24996,9.25
RENT,37000,13.49
RENT,45300,14.72
RENT,48000,7.88
RENT,55000,7.88
RENT,55000,
RENT,60000,
RENT,60000,14.96
RENT,61000,11.49
RENT,65000,8.49
MORTGAGE,25000,7.9
MORTGAGE,25000,14.27
RENT,80000,5.79
RENT,80000,13.85
RENT,84996,7.88
MORTGAGE,25000,8.9
RENT,92000,14.54
MORTGAGE,25000,6.62
RENT,115000,11.12
OWN,25000,10.99
OWN,25000,13.49
MORTGAGE,25000,8.49
MORTGAGE,25000,10.99
RENT,78000,7.37
OWN,25000,10.99
RENT,91000,
RENT,83000,11.97
RENT,24000,14.96
RENT,33000,12.53
RENT,39672,13.98
RENT,39996,14.09
OWN,25000,
MORTGAGE,25000,9.63
RENT,82000,20.11
RENT,96600,10.62
OWN,25000,9.62
MORTGAGE,25000,14.83
OWN,25000,
RENT,57721,
MORTGAGE,25000,14.72
OWN,25000,16.32
RENT,68000,7.88
RENT,71000,14.72
RENT,39000,16.02
RENT,44544,14.27
RENT,43920,11.03
RENT,42000,10.25
RENT,50000,13.99
RENT,54000,15.57
MORTGAGE,25000,7.51
RENT,70000,11.83
MORTGAGE,25000,11.36
OTHER,25000,7.88
RENT,30000,7.9
RENT,30000,10.0
RENT,36000,15.7
RENT,30000,10.99
RENT,40000,9.91
RENT,40000,11.71
RENT,40000,11.48
OWN,25000,14.42
MORTGAGE,25000,12.53
RENT,37000,12.99
RENT,44000,
RENT,45000,10.0
MORTGAGE,25056,12.42
RENT,39000,12.73
RENT,47000,11.71
RENT,47831,13.85
RENT,48000,14.22
RENT,50000,9.91
MORTGAGE,25200,5.42
RENT,44000,13.99
RENT,50000,16.77
RENT,50000,
OWN,25200,6.54
RENT,44000,13.48
RENT,44000,13.24
RENT,51600,13.49
RENT,51648,14.18
RENT,48396,14.74
RENT,55000,11.12
RENT,55000,13.98
RENT,51000,16.32
RENT,54000,17.99
MORTGAGE,25380,
RENT,62000,7.88
MORTGAGE,25440,
RENT,62800,13.11
RENT,63564,13.47
RENT,65000,17.27
RENT,65000,13.06
OWN,25740,14.11
MORTGAGE,25800,5.99
MORTGAGE,25800,14.96
RENT,60000,16.07
RENT,66500,12.18
RENT,67600,11.58
RENT,68000,14.09
RENT,69000,5.99
MORTGAGE,26000,14.27
RENT,64000,15.7
RENT,70000,14.42
RENT,75000,8.9
RENT,21000,7.49
RENT,22296,14.84
RENT,22800,11.49
RENT,24000,15.96
RENT,24000,14.91
RENT,24000,9.99
MORTGAGE,26000,11.36
OWN,26000,13.11
OWN,26000,10.99
RENT,25200,10.25
MORTGAGE,26000,8.94
RENT,26400,10.99
OWN,26000,9.63
RENT,29311,7.49
RENT,30000,5.79
MORTGAGE,26000,9.76
RENT,30000,9.25
RENT,33000,14.79
MORTGAGE,26004,14.74
MORTGAGE,26010,9.99
RENT,35000,10.36
RENT,30000,
RENT,38000,7.88
RENT,40000,9.88
RENT,42000,11.12
MORTGAGE,26400,7.66
RENT,43200,10.74
MORTGAGE,26400,6.91
MORTGAGE,26400,6.17
RENT,48000,9.99
RENT,44000,14.17
RENT,51298,10.37
MORTGAGE,26400,7.14
RENT,54000,
MORTGAGE,26400,9.88
RENT,64548,14.27
RENT,65000,
RENT,73000,
RENT,74000,9.91
RENT,75000,13.49
OWN,26496,10.59
RENT,69000,8.59
RENT,76000,13.49
RENT,100000,11.71
MORTGAGE,26688,10.59
RENT,10000,14.11
RENT,14800,8.0
RENT,15600,12.53
RENT,19200,7.29
RENT,20000,11.71
RENT,20000,11.54
RENT,22884,13.22
OWN,27000,5.42
RENT,24000,18.99
MORTGAGE,27000,5.99
OWN,27000,20.11
RENT,30000,6.76
OWN,27000,7.88
RENT,39996,7.88
RENT,42000,16.29
OWN,27000,10.99
RENT,43000,13.8
RENT,44000,15.23
MORTGAGE,27000,11.14
RENT,53000,
RENT,48096,17.56
RENT,55000,9.99
RENT,53326,16.29
RENT,75000,6.54
RENT,14400,
RENT,26000,11.49
RENT,195000,13.23
MORTGAGE,27036,11.11
RENT,34400,9.91
RENT,47000,10.46
RENT,51000,7.68
RENT,65000,6.54
MORTGAGE,27204,7.74
RENT,14400,11.49
RENT,18576,9.99
RENT,22000,22.06
RENT,24960,8.49
MORTGAGE,27385,12.99
RENT,25200,6.99
RENT,28800,7.9
MORTGAGE,27500,6.54
RENT,54000,
OWN,27600,11.49
RENT,58000,15.27
RENT,78411,
MORTGAGE,27600,15.62
RENT,17000,
RENT,24000,
MORTGAGE,27600,6.99
RENT,36000,
RENT,27000,10.36
MORTGAGE,27600,11.86
RENT,27996,
RENT,28452,11.11
RENT,29120,15.7
RENT,30000,7.29
RENT,30000,9.63
RENT,30000,
MORTGAGE,27840,5.42
RENT,30000,11.49
OWN,27852,8.49
OWN,27852,12.84
RENT,32004,8.49
OWN,27996,5.42
RENT,33996,10.99
RENT,29780,12.86
OWN,28000,6.62
RENT,38000,7.4
OWN,28000,9.99
RENT,38004,14.35
MORTGAGE,28000,10.99
RENT,39600,12.69
OWN,28000,11.99
RENT,34000,14.61
OWN,28000,7.49
RENT,41000,14.79
RENT,43625,
RENT,38004,12.53
RENT,44604,11.12
RENT,45000,5.99
MORTGAGE,28000,15.21
RENT,39000,7.51
RENT,48000,9.91
RENT,48000,11.71
RENT,48000,11.89
RENT,50000,13.92
OWN,28000,12.53
RENT,54600,13.23
RENT,55000,7.37
RENT,60000,16.77
RENT,60000,12.87
RENT,54000,14.42
RENT,61900,13.23
RENT,80000,12.42
RENT,80000,10.74
MORTGAGE,28500,13.49
RENT,18000,9.88
MORTGAGE,28500,7.74
MORTGAGE,28500,7.74
MORTGAGE,28560,6.39
RENT,18000,11.12
RENT,33000,15.23
OWN,28672,13.22
RENT,40000,
RENT,53040,8.49
RENT,12996,6.76
RENT,12000,14.35
MORTGAGE,28800,
RENT,15000,11.49
RENT,15000,17.54
MORTGAGE,28800,10.59
RENT,21360,12.99
RENT,23766,13.06
RENT,24000,8.59
RENT,25200,6.76
MORTGAGE,28800,13.43
RENT,45996,11.58
RENT,49000,11.71
RENT,53544,
RENT,60000,11.46
RENT,80000,10.75
RENT,117000,12.42
RENT,145000,12.99
RENT,510000,13.48
RENT,18600,
RENT,42000,11.99
RENT,15204,8.49
RENT,31200,5.79
RENT,45000,5.79
RENT,60000,12.29
RENT,72000,14.35
RENT,10800,14.72
RENT,12996,17.19
MORTGAGE,29000,15.99
OWN,29000,12.87
MORTGAGE,29000,12.53
RENT,19200,5.99
MORTGAGE,29000,12.29
RENT,20000,18.3
RENT,20400,13.49
RENT,20400,7.9
RENT,20400,12.53
RENT,20928,13.48
OWN,29004,
RENT,21240,14.22
OWN,29112,6.99
RENT,22800,8.49
OWN,29120,
RENT,24000,14.35
MORTGAGE,29160,7.51
RENT,24600,13.61
RENT,25000,13.11
RENT,25000,13.16
MORTGAGE,29500,10.0
MORTGAGE,29568,13.23
RENT,26400,6.54
RENT,26400,13.61
RENT,27000,7.88
MORTGAGE,29760,9.63
MORTGAGE,29766,8.94
RENT,28800,11.48
RENT,30000,5.42
RENT,30000,7.29
RENT,92700,11.99
RENT,81000,14.42
OWN,30000,9.91
MORTGAGE,30000,
RENT,70553,13.47
RENT,84000,16.7
OWN,30000,7.51
RENT,100000,9.88
RENT,100000,11.58
RENT,100000,12.04
RENT,102000,11.46
RENT,104371,16.77
RENT,105000,10.59
RENT,106000,10.75
RENT,106800,
RENT,108000,10.0
MORTGAGE,30000,9.91
MORTGAGE,30000,6.03
MORTGAGE,30000,
RENT,110000,12.68
RENT,110000,11.11
MORTGAGE,30000,6.62
RENT,110000,14.42
MORTGAGE,30000,
RENT,101000,17.58
RENT,117000,9.63
RENT,120000,6.91
RENT,120000,6.17
RENT,120000,9.63
RENT,120000,15.68
MORTGAGE,30000,7.9
RENT,122000,12.73
MORTGAGE,30000,7.9
RENT,130000,
RENT,132000,11.12
RENT,128000,9.63
RENT,140000,11.26
RENT,143000,12.53
MORTGAGE,30000,10.65
RENT,147000,8.94
RENT,150000,16.32
RENT,150000,
RENT,165000,13.92
RENT,175000,11.26
RENT,200000,10.37
RENT,200000,11.36
RENT,200000,11.72
RENT,230000,5.99
MORTGAGE,30000,
RENT,30000,12.53
MORTGAGE,30000,7.9
RENT,30000,11.14
RENT,50000,10.83
RENT,68000,9.99
RENT,42000,
MORTGAGE,30000,7.51
MORTGAGE,30000,7.9
RENT,37000,5.99
RENT,30000,11.49
RENT,30000,10.75
RENT,30225,12.42
MORTGAGE,30000,5.99
RENT,33000,5.79
RENT,33000,
RENT,40000,10.37
RENT,40000,10.75
RENT,51000,7.74
RENT,51600,9.99
RENT,51996,13.72
RENT,54000,10.01
RENT,50000,5.42
RENT,50000,16.89
MORTGAGE,30000,5.42
RENT,57500,
RENT,59000,13.48
RENT,60000,9.91
RENT,60000,
MORTGAGE,30000,
RENT,54000,14.42
MORTGAGE,30000,
MORTGAGE,30000,6.99
RENT,68500,
RENT,68803,6.17
MORTGAGE,30000,6.99
RENT,69000,6.99
RENT,69996,10.65
MORTGAGE,30000,5.99
RENT,70000,13.72
MORTGAGE,30000,8.49
RENT,72000,14.59
RENT,80000,12.99
MORTGAGE,30000,15.62
RENT,80000,10.36
RENT,80004,9.76
RENT,85000,14.22
RENT,86000,5.99
RENT,102400,8.88
RENT,118000,16.89
OWN,30000,7.29
RENT,132444,11.36
MORTGAGE,30000,13.43
RENT,30000,8.88
RENT,60000,15.23
OWN,30000,12.68
RENT,11292,6.76
RENT,12500,12.49
RENT,14400,15.21
RENT,21000,7.88
RENT,31632,
RENT,33500,12.21
MORTGAGE,30000,5.79
RENT,39000,
RENT,51996,
MORTGAGE,30000,7.29
MORTGAGE,30000,5.79
RENT,35000,15.27
RENT,20000,10.37
RENT,24000,14.72
RENT,30000,8.9
RENT,30548,7.88
RENT,33200,7.29
RENT,33600,
RENT,35000,14.27
RENT,29000,11.99
RENT,36000,7.51
RENT,37000,7.88
RENT,40000,12.73
RENT,34000,19.82
RENT,40000,11.89
RENT,40404,8.49
OWN,30000,12.98
RENT,14400,5.99
RENT,15000,13.48
MORTGAGE,30000,7.51
RENT,17004,9.32
MORTGAGE,30000,6.76
RENT,30000,7.49
RENT,38400,13.06
RENT,40000,
RENT,42000,9.63
RENT,39500,
RENT,44004,15.65
RENT,52416,10.99
RENT,70000,10.74
OWN,30000,7.14
RENT,80000,9.99
MORTGAGE,30000,13.98
RENT,120000,7.51
RENT,15600,18.25
MORTGAGE,30000,7.51
RENT,18000,8.49
RENT,42000,8.88
RENT,48000,
RENT,42000,6.99
MORTGAGE,30000,7.14
RENT,37152,13.17
RENT,39000,8.59
RENT,62000,13.43
RENT,60000,11.83
RENT,71004,9.25
MORTGAGE,30000,
RENT,12000,11.71
RENT,12000,12.68
RENT,12252,
RENT,18000,10.65
RENT,18000,11.49
RENT,18000,14.79
MORTGAGE,30000,13.85
MORTGAGE,30000,10.25
RENT,21360,10.25
RENT,22800,8.49
MORTGAGE,30000,11.36
MORTGAGE,30000,
RENT,23520,10.36
RENT,24000,13.11
MORTGAGE,30000,15.31
RENT,30000,9.91
MORTGAGE,30000,8.59
RENT,30000,9.25
OWN,30000,
RENT,30988,13.47
RENT,31000,11.49
RENT,31200,16.49
RENT,34000,11.99
RENT,34000,12.21
RENT,35000,
RENT,29004,17.93
OWN,30000,15.65
RENT,30000,17.49
RENT,30069,15.99
RENT,37500,7.66
RENT,38400,10.65
RENT,39000,10.99
RENT,39800,11.71
RENT,39996,
RENT,40000,8.49
RENT,34000,15.57
RENT,40000,9.32
RENT,35000,7.29
MORTGAGE,30000,8.94
MORTGAGE,30000,9.32
MORTGAGE,30000,12.84
RENT,42000,9.62
RENT,42000,6.54
RENT,43812,14.35
RENT,45000,12.42
RENT,45000,
RENT,40800,11.49
RENT,47652,13.22
MORTGAGE,30000,13.16
RENT,42000,13.8
RENT,50000,
RENT,50000,13.49
RENT,50000,11.03
RENT,52800,9.62
MORTGAGE,30000,9.63
RENT,60000,7.49
RENT,60500,12.69
MORTGAGE,30000,11.78
RENT,69996,11.11
RENT,70000,10.65
RENT,70000,11.99
RENT,72000,13.16
RENT,77700,
RENT,82500,8.9
RENT,90050,13.49
RENT,78100,5.42
RENT,86400,11.49
MORTGAGE,30000,13.62
RENT,66000,15.05
MORTGAGE,30000,10.59
RENT,75800,6.54
RENT,10800,14.84
OWN,30016,8.94
RENT,54000,11.71
MORTGAGE,30108,8.9
RENT,37200,10.78
MORTGAGE,30144,12.84
OWN,30156,6.99
OWN,30422,8.49
RENT,64402,7.49
RENT,74984,7.29
RENT,75805,16.32
MORTGAGE,30720,7.49
RENT,118000,15.99
RENT,62040,13.06
RENT,43000,12.42
MORTGAGE,30792,8.32
RENT,32040,
RENT,25200,7.66
MORTGAGE,30929,7.68
RENT,35000,10.65
RENT,29000,17.58
MORTGAGE,30992,11.58
RENT,45000,7.9
RENT,46000,17.27
MORTGAGE,30996,7.66
MORTGAGE,30996,13.8
RENT,88000,12.42
RENT,28000,6.17
RENT,40000,12.42
RENT,40000,
OWN,31000,10.65
RENT,70000,13.49
MORTGAGE,31000,7.9
MORTGAGE,31000,10.65
MORTGAGE,31000,9.91
RENT,90000,10.74
RENT,31692,13.24
MORTGAGE,31000,5.42
RENT,51200,16.7
MORTGAGE,31000,
RENT,92500,7.66
MORTGAGE,31000,13.72
RENT,25000,8.9
RENT,27600,6.54
RENT,29000,14.26
RENT,30000,7.88
RENT,33000,7.9
MORTGAGE,31000,13.16
RENT,36000,13.61
MORTGAGE,31075,7.51
RENT,30288,14.35
RENT,37000,9.91
RENT,37000,6.92
RENT,37800,11.83
MORTGAGE,31200,14.27
RENT,33600,14.61
RENT,40000,13.48
RENT,36000,20.3
RENT,45000,8.94
RENT,46000,14.59
RENT,47000,9.63
RENT,47000,10.99
RENT,44000,9.91
RENT,21600,14.35
RENT,21996,13.11
RENT,22708,14.84
RENT,24000,10.65
RENT,24000,10.37
MORTGAGE,31200,11.48
OWN,31200,18.09
OWN,31200,16.35
RENT,24000,7.74
MORTGAGE,31200,12.53
MORTGAGE,31200,7.74
RENT,25000,7.4
RENT,25800,
RENT,26004,13.99
RENT,26400,13.23
MORTGAGE,31323,13.22
RENT,26592,7.14
OWN,31416,11.12
RENT,28080,10.99
MORTGAGE,31500,
RENT,28800,21.36
RENT,30000,11.14
MORTGAGE,31600,11.36
RENT,32108,15.68
OWN,31776,13.16
RENT,36000,10.0
MORTGAGE,31850,10.65
RENT,30000,13.57
MORTGAGE,32000,17.58
RENT,32400,15.33
RENT,33000,15.62
RENT,39400,7.14
RENT,39420,15.27
RENT,40000,6.99
RENT,40000,5.79
RENT,40000,13.23
RENT,42000,10.59
RENT,42000,8.49
MORTGAGE,32000,12.69
MORTGAGE,32000,7.51
MORTGAGE,32000,16.29
RENT,44500,11.99
RENT,39000,14.09
RENT,39300,16.29
RENT,39996,15.65
RENT,46000,6.91
RENT,46500,13.92
RENT,47544,7.88
RENT,48000,8.49
RENT,50000,13.49
MORTGAGE,32000,5.99
RENT,50000,17.04
MORTGAGE,32000,14.79
RENT,52000,8.88
RENT,53000,9.99
RENT,54600,7.88
RENT,54924,11.14
RENT,57000,
MORTGAGE,32000,6.17
RENT,61200,6.62
RENT,56000,11.72
MORTGAGE,32000,11.86
MORTGAGE,32000,13.61
RENT,68004,12.99
RENT,69000,7.14
RENT,70000,10.36
RENT,72000,14.35
RENT,73000,14.35
RENT,75000,11.99
RENT,76320,12.61
MORTGAGE,32000,7.51
RENT,87000,7.14
MORTGAGE,32000,7.88
RENT,95000,13.72
RENT,95800,11.58
RENT,84000,14.59
RENT,115000,11.89
RENT,119004,
RENT,120000,14.22
MORTGAGE,32000,8.94
RENT,15600,10.65
MORTGAGE,32000,11.89
RENT,24000,10.99
RENT,24000,10.95
RENT,25000,9.32
OTHER,32000,
OWN,32000,10.78
RENT,30000,12.68
RENT,12000,13.61
MORTGAGE,32004,10.74
RENT,115000,6.54
RENT,17000,11.71
OWN,32004,8.0
RENT,10000,
RENT,13200,10.99
RENT,14400,
RENT,14400,13.98
RENT,14400,11.83
MORTGAGE,32400,7.49
RENT,15000,13.23
RENT,15500,7.51
MORTGAGE,32400,
MORTGAGE,32400,
RENT,16000,13.85
MORTGAGE,32400,12.98
MORTGAGE,32400,8.88
RENT,16800,5.42
RENT,16800,14.26
MORTGAGE,32400,13.48
RENT,17573,7.37
OWN,32400,10.62
RENT,18000,12.69
MORTGAGE,32468,7.51
MORTGAGE,32496,9.63
MORTGAGE,32500,6.62
RENT,18072,6.03
MORTGAGE,32500,7.14
RENT,19200,16.4
RENT,19992,7.14
RENT,20000,11.49
RENT,20000,
MORTGAGE,32678,15.23
RENT,21000,15.28
RENT,21600,14.35
MORTGAGE,32904,
RENT,22668,
RENT,23000,11.49
MORTGAGE,33000,16.77
RENT,23004,13.43
RENT,23004,17.8
RENT,30000,13.49
MORTGAGE,33000,12.69
MORTGAGE,33000,6.03
MORTGAGE,33000,10.65
RENT,30000,10.95
RENT,30000,12.53
RENT,30500,9.63
RENT,30857,13.06
RENT,31000,10.0
RENT,31200,10.99
RENT,31200,
RENT,31400,
RENT,31704,11.49
MORTGAGE,33000,8.49
RENT,32000,14.59
MORTGAGE,33000,10.59
RENT,32796,11.49
RENT,33600,13.49
RENT,33600,15.99
RENT,34320,14.11
RENT,34580,11.49
RENT,35000,8.49
RENT,35000,
RENT,35500,11.86
RENT,30000,
MORTGAGE,33000,6.17
RENT,36000,9.91
MORTGAGE,33000,7.51
RENT,36000,10.99
RENT,36000,5.42
RENT,30000,10.08
RENT,36000,8.0
RENT,37090,11.12
RENT,37440,5.42
RENT,31440,11.34
RENT,31800,15.62
RENT,38000,15.23
MORTGAGE,33000,11.36
RENT,38000,7.49
RENT,38052,11.49
RENT,38400,12.99
RENT,38400,9.25
RENT,38500,11.48
RENT,38688,12.73
RENT,39000,7.9
RENT,33600,16.89
MORTGAGE,33000,11.66
MORTGAGE,33000,8.63
RENT,34000,10.65
RENT,40000,5.42
RENT,34000,10.37
RENT,40000,7.14
RENT,34000,15.7
RENT,40000,7.05
MORTGAGE,33225,10.59
MORTGAGE,33267,12.18
RENT,43000,10.99
RENT,43200,7.49
RENT,37200,19.29
MORTGAGE,33280,10.59
RENT,43500,12.42
RENT,44000,18.39
MORTGAGE,33300,7.4
MORTGAGE,33400,7.66
RENT,45000,11.11
RENT,45000,12.61
RENT,45000,10.62
RENT,39000,16.7
RENT,39314,15.23
MORTGAGE,33600,14.65
MORTGAGE,33600,
RENT,45996,9.76
MORTGAGE,33600,10.99
RENT,40750,15.28
RENT,47000,10.74
RENT,47000,10.25
RENT,41277,10.0
OWN,33600,12.99
MORTGAGE,33600,5.42
OWN,33600,5.42
RENT,48000,5.42
RENT,48000,11.83
RENT,48750,13.49
RENT,48876,14.59
RENT,48996,10.36
MORTGAGE,33600,6.91
RENT,49000,14.96
MORTGAGE,33600,11.12
RENT,50000,7.29
MORTGAGE,33600,7.14
MORTGAGE,33600,7.14
RENT,50000,10.37
MORTGAGE,33600,7.14
MORTGAGE,33600,13.48
RENT,50000,7.88
MORTGAGE,33600,11.83
MORTGAGE,33600,12.53
RENT,46000,16.29
MORTGAGE,33612,7.74
RENT,48605,
RENT,48715,12.87
RENT,48996,12.53
